Area(SQM),Bedroom,Bathroom,Location,Price,Negotiable,Balcony,Electricity,Water,Gas,Landline,Elevator,Security,Built_in_Kitchen,Maids_Room,Private_Garden,Parking,Central(A/C)& heating,Pool,Type,Level,Furnished,Compound,Delivery_Date,Delivery_Term
630,4,4,Mandara,8500000,1,1,1,1,1,1,1,1,1,1,0,1,1,0,Duplex,10+,1.0,,Ready,Finished
200,3,2,Laurent,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
150,3,2,Maamoura,25000000,0,1,1,1,1,1,1,0,1,0,0,1,1,0,Apartment,4,1.0,,Ready,Finished
90,2,1,Abu Qir,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,1.0,,,Finished
145,3,2,Agami,900000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,10+,0.0,,Ready,Finished
85,2,1,Sidi Beshr,380000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
100,2,1,Maamoura,280000,0,1,0,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
120,2,1,Nakheel,280000,1,1,1,1,1,0,0,1,0,1,0,0,0,1,Apartment,2,0.0,,Ready,Finished
120,2,1,Nakheel,320000,1,1,1,1,1,1,1,0,0,1,0,0,0,1,Apartment,1,1.0,,Ready,Finished
130,3,2,Abu Talat,430000,1,1,1,1,1,1,0,1,0,0,1,0,0,1,Apartment,2,0.0,,,
85,2,1,Miami,495000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
110,2,1,Seyouf,1100000,1,1,1,1,1,1,1,1,0,0,1,1,0,1,Apartment,4,0.0,,Ready,Finished
125,2,2,Agami,340000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,,,,
220,3,2,Laurent,2600000,1,0,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,3,0.0,,Ready,Finished
100,2,1,Agami,240000,1,1,1,1,1,1,0,0,1,0,0,0,0,0,Apartment,1,0.0,,,Finished
110,3,1,Agami,250000,0,0,1,0,0,0,1,0,0,0,0,0,0,0,Apartment,4,,,,Finished
115,3,2,Al Hadrah,850000,1,1,1,1,1,0,1,1,1,1,0,0,1,0,Duplex,3,0.0,,Ready,Finished
270,5,3,Agami,1700000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Duplex,7,0.0,,Ready,Finished
110,2,1,Agami,310000,0,1,1,1,1,1,0,0,1,0,0,0,0,0,Apartment,6,1.0,,Ready,Finished
87,2,1,Miami,540000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,9,,,,Finished
95,2,1,Seyouf,250000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,7,1.0,,,Finished
120,2,1,Mandara,600000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Apartment,5,1.0,,,
135,3,1,Smoha,1550000,0,1,1,1,1,0,0,1,1,0,0,0,0,0,Apartment,3,0.0,,,Finished
100,2,1,Nakheel,235000,0,1,1,0,0,0,0,1,1,0,0,0,0,1,Apartment,1,0.0,,Ready,Finished
90,2,1,Nakheel,225000,0,1,1,0,0,0,1,1,0,0,1,0,0,1,Apartment,2,0.0,,Ready,Finished
140,3,2,Nakheel,550000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,1,0.0,Nakheel,Ready,Finished
135,3,1,Miami,1150000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,2022,Finished
57,2,1,Sidi Beshr,460000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
90,1,1,Asafra,370000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10,,,soon,Finished
90,2,1,Miami,560000,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Apartment,9,,,Ready,Finished
110,2,1,Nakheel,340000,1,1,1,1,0,0,1,1,0,0,1,1,0,1,Apartment,4,0.0,,,
75,2,1,Agami,200000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,,Ready,
110,2,1,Nakheel,280000,1,1,1,1,0,1,1,1,0,1,0,0,0,1,Apartment,4,0.0,,,
87,2,1,Awayed,300000,0,0,0,0,0,0,1,1,1,0,0,1,0,0,Apartment,10+,0.0,Asala,,Finished
330,4,2,Agami,850000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Duplex,10+,,,,
130,2,2,Nakheel,370000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,Duplex,5,,,,Finished
75,2,1,Agami,200000,1,1,1,1,1,1,0,1,0,0,0,1,0,0,Apartment,6,0.0,,Ready,Finished
110,3,1,Fleming,550000,0,0,1,1,1,1,0,0,0,0,0,1,0,0,Apartment,2,,,Ready,
105,3,1,Moharam Bik,1000000,1,0,1,1,1,1,1,1,0,0,0,0,1,0,Apartment,7,0.0,,Ready,Finished
190,3,2,Smoha,3700000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,7,,,Ready,
235,4,3,Smoha,4200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,8,0.0,,Ready,
140,4,2,Dekheila,1000000,0,0,1,0,1,1,1,0,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
90,2,1,Asafra,850000,0,1,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,10+,1.0,,Ready,Finished
180,3,2,Smoha,3000000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,5,0.0,,,
145,3,1,Agami,550000,0,1,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,9,1.0,,,
110,2,1,Miami,600000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,,0.0,,Ready,Finished
90,2,1,Nakheel,220000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
100,2,1,Nakheel,345000,1,1,0,0,0,0,1,1,1,1,1,0,0,1,Apartment,4,0.0,,Ready,Finished
120,2,1,Nakheel,450000,1,1,1,1,0,1,1,0,0,0,0,0,0,0,Apartment,10+,1.0,,Ready,Finished
240,3,2,Stanley,2400000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,5,,,Ready,Semi Finished
60,2,1,Al Hadrah,310000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
90,3,1,Victoria,400000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
145,3,2,Mandara,1250000,1,0,0,1,1,1,1,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
120,2,1,Agami,700000,1,1,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
75,2,1,Mandara,800000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,1.0,,,
120,2,1,Agami,300000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Semi Finished
115,3,1,Miami,640000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,
90,3,1,Abu Qir,320000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
90,2,1,Al Hadrah,260000,0,1,0,1,1,1,0,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
145,3,2,Sidi Beshr,1200000,1,1,1,1,0,1,1,0,0,0,0,0,0,0,Apartment,1,,,,
90,2,1,Abu Qir,420000,1,0,1,1,0,1,1,0,0,0,0,0,0,0,Apartment,10,0.0,,,Finished
110,2,1,Smoha,1400000,1,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,8,0.0,,Ready,Finished
65,1,1,Karmous,240000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,,
135,3,1,Agami,320000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
90,2,1,Mandara,200000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Not Finished
80,2,3,Nakheel,220000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,
95,2,1,Sidi Beshr,300000,1,1,0,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
100,2,1,Seyouf,700000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,5,0.0,,,Finished
90,2,1,Sidi Beshr,450000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Semi Finished
85,2,1,Sidi Beshr,310000,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
85,2,1,Seyouf,275000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,,Finished
100,2,1,Agami,350000,1,1,1,1,0,0,1,1,1,0,0,0,0,0,Apartment,3,1.0,,Ready,
90,3,1,Sidi Beshr,440000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,,,,Finished
100,2,1,Mandara,500000,0,1,1,1,1,0,1,0,0,0,1,1,0,0,Apartment,10,0.0,,Ready,Finished
140,3,1,Maamoura,550000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,soon,Finished
120,2,1,Nakheel,290000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,6,0.0,Nakheel,Ready,Finished
140,3,1,Agami,250000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Apartment,,0.0,,Ready,Semi Finished
100,2,1,Nakheel,290000,1,1,1,1,0,0,0,1,0,0,0,0,0,0,Duplex,,0.0,Nakheel,Ready,Finished
85,2,1,Agami,200000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,3,1.0,,Ready,Finished
90,2,1,Karmous,270000,1,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
130,3,1,Nakheel,350000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
80,2,1,Maamoura,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
110,3,1,Abu Qir,395000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
140,2,1,Nakheel,345000,0,1,1,1,0,0,0,1,0,0,1,0,0,1,Apartment,2,0.0,,Ready,Finished
170,3,2,Al Ibrahimiyyah,1850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,,,,Finished
190,3,2,Saba Pasha,3500000,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
85,2,1,Sidi Beshr,300000,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
100,2,1,Agami,210000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
105,4,1,Agami,295000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,1.0,,,Finished
110,3,1,Nakheel,285000,0,1,1,1,0,0,0,1,0,0,0,0,0,1,Apartment,3,0.0,,Ready,Finished
120,2,1,Agami,255000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
90,2,1,Agami,350000,1,0,1,1,0,0,0,0,1,0,0,0,0,0,Apartment,1,1.0,Asala,,Finished
80,2,1,Cleopatra,650000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,,Semi Finished
130,3,1,Asafra,685000,1,0,1,1,1,1,1,1,0,1,0,0,1,0,Apartment,10+,0.0,,Ready,Finished
93,2,1,Schutz,625000,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
124,2,2,Montazah,835000,1,1,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,10,0.0,,2022,Finished
80,2,1,Agami,350000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
156,3,1,Smoha,1700000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,6,0.0,,,
85,2,1,Kabbary,250000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,6,0.0,,soon,Finished
80,2,1,Mandara,350000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
60,2,1,Asafra,650000,1,1,1,1,1,1,0,1,1,0,0,1,0,0,Apartment,4,0.0,,Ready,Finished
180,4,2,Al Ibrahimiyyah,1200000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,,0.0,,soon,Finished
110,2,1,Maamoura,380000,1,0,1,1,1,0,1,0,1,0,0,0,0,0,Apartment,8,0.0,,,Finished
75,1,1,Moharam Bik,275000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,,0.0,,,
75,3,1,Victoria,380000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
130,3,2,Al Ibrahimiyyah,1200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,,Ready,
100,3,2,Smoha,1650000,0,1,1,1,1,1,1,1,1,0,0,0,1,0,Apartment,2,0.0,,Ready,Finished
75,2,1,Bahray - Anfoshy,270000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
75,2,1,Miami,250000,0,1,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,,,Semi Finished
110,3,1,Agami,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,Kenz,Ready,Finished
100,2,1,Nakheel,285000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,Nakheel,Ready,Finished
150,2,1,Borg al-Arab,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Penthouse,,,,Ready,
90,2,1,Nakheel,275000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished
420,3,2,Nakheel,450000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
110,2,1,Camp Caesar,1200000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,
200,3,3,Sporting,3300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,,,,Finished
186,3,2,Smoha,1760000,0,0,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,7,0.0,,,
190,3,2,Glim,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,,
135,3,1,Moharam Bik,1500000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,6,0.0,,Ready,Finished
115,3,1,Moharam Bik,360000,1,1,0,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
120,3,1,Mandara,400000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
145,3,2,Al Ibrahimiyyah,1900000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
100,2,1,Sidi Beshr,460000,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
110,2,1,Agami,250000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
187,3,3,Roushdy,2850000,0,1,1,1,0,1,1,1,1,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
140,3,1,Moharam Bik,900000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
175,1,3,Sporting,2500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,,0.0,,,
280,3,3,Moharam Bik,5880000,0,1,1,1,1,0,1,1,0,1,1,1,0,1,Duplex,6,,,,Finished
400,6,3,Gianaclis,2950000,1,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,9,0.0,,,
130,3,2,Agami,500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,,,Finished
250,4,3,Laurent,3000000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Duplex,5,0.0,,Ready,Finished
140,3,2,Sidi Beshr,1270000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,10,0.0,,Ready,Semi Finished
130,3,1,Agami,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,,,Finished
135,3,2,Seyouf,450000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,soon,Finished
130,3,2,Agami,330000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,Amorada,soon,Finished
110,3,1,Mandara,750000,1,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
160,3,2,Smoha,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,,,,
500,4,3,Zezenia,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,,Finished
155,4,2,Miami,420000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
100,2,1,Nakheel,285000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,Nakheel,Ready,Finished
120,3,1,Seyouf,300000,0,0,1,0,1,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
95,2,1,Smoha,1200000,0,1,1,1,1,1,1,1,0,1,0,1,0,0,Apartment,8,0.0,,Ready,Semi Finished
120,3,1,Nakheel,300000,1,1,1,1,0,1,1,1,1,1,1,0,0,0,Apartment,3,0.0,,,Finished
290,3,3,Glim,4200000,0,0,1,1,1,1,1,1,1,0,0,0,1,0,Apartment,9,,,Ready,Finished
147,3,2,Seyouf,970000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,Apartment,6,0.0,,2022,Semi Finished
140,3,2,Nakheel,450000,1,1,1,1,0,1,1,1,0,1,1,0,0,1,Apartment,1,,,Ready,Finished
140,2,1,Nakheel,410000,1,1,1,1,0,0,1,1,0,1,0,1,0,1,Apartment,2,0.0,,,
100,2,1,Nakheel,325000,0,1,1,0,0,0,1,1,0,0,1,0,0,1,Apartment,2,0.0,,Ready,Finished
425,4,3,Smoha,5950000,0,0,1,1,1,1,1,1,0,0,0,1,0,0,Duplex,10+,0.0,,2024,Core & Shell
120,2,1,Miami,1164000,0,1,1,1,1,1,1,1,0,0,0,1,0,1,Apartment,6,0.0,,within 6 months,Semi Finished
167,3,2,Laurent,2171000,0,0,1,1,1,1,1,1,0,0,0,0,1,0,Apartment,2,,,2024,
171,3,2,Al Ibrahimiyyah,2565000,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,,2024,Finished
200,2,1,Bacchus,600000,1,1,1,1,0,1,1,0,0,0,0,0,0,0,Apartment,,0.0,,,Finished
135,3,2,Smoha,2902500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,,,2024,Finished
150,3,1,Agami,525000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,,Semi Finished
80,2,1,Sidi Beshr,430000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,,,,Ready,Finished
281,3,4,Smoha,7587000,0,1,1,1,1,0,1,1,0,0,0,1,0,1,Duplex,4,0.0,,,Finished
140,3,1,Mandara,1100000,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
183,3,3,Smoha,4026000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,9,0.0,,soon,Finished
177,3,3,Smoha,3894000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,6,0.0,,,Finished
202,4,3,Smoha,4242000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,5,0.0,,,Finished
217,3,3,Smoha,3600000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,9,0.0,,,
120,4,2,Miami,750000,1,1,1,1,1,1,0,1,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Semi Finished
120,3,2,Miami,1900000,0,1,1,1,1,1,1,1,0,0,0,0,1,0,Apartment,5,0.0,,Ready,Finished
120,3,1,Sidi Beshr,800000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,5,0.0,,,Finished
120,3,2,Agami,850000,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
150,3,2,Gianaclis,1900000,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
135,2,1,Sidi Beshr,1050000,1,1,1,1,1,1,1,1,1,1,0,0,1,0,Apartment,8,0.0,,Ready,Finished
300,4,3,Nakheel,700000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished
100,2,1,Nakheel,285000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,2,0.0,Nakheel,Ready,Finished
100,2,1,Nakheel,225000,1,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,Nakheel,Ready,Finished
70,2,1,Sidi Beshr,200000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
150,3,1,Agami,400000,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
391,4,5,Zezenia,10000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
85,2,1,Agami,250000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,5,1.0,,Ready,
120,3,1,Victoria,850000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,,,Ready,Finished
205,3,2,Roushdy,3382500,0,1,1,1,1,1,1,1,0,0,0,0,1,0,Apartment,4,0.0,,2024,Finished
171,3,2,Laurent,2223000,0,1,1,1,1,1,1,1,0,0,0,0,1,0,Apartment,3,,,2024,Core & Shell
162,3,2,Stanley,2106000,0,0,1,1,1,1,1,1,1,0,1,1,1,1,Apartment,8,,,2024,Finished
162,3,2,Smoha,2106000,0,1,1,1,1,0,1,1,0,0,1,1,1,0,Apartment,8,,,2024,Not Finished
205,3,3,Kafr Abdo,2665000,0,1,1,1,1,1,1,0,0,0,0,1,1,0,Apartment,8,,,2024,Not Finished
401,4,4,Laurent,3200001,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Duplex,10+,0.0,,Ready,Finished
100,3,1,Miami,550000,0,1,1,1,1,1,0,0,0,0,0,0,0,0,Duplex,4,1.0,,Ready,Finished
155,3,2,Agami,2403000,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,2,0.0,,2025,Semi Finished
100,2,1,Moharam Bik,850000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Apartment,1,0.0,,Ready,
190,3,2,Glim,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,Ready,
224,3,2,Smoha,4480000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Duplex,2,,,Ready,Finished
132,3,2,Seyouf,990000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,2,0.0,,2023,Semi Finished
135,3,1,Bolkly,2510000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,,,2024,
195,3,2,Roushdy,4100000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,3,,,Ready,
307,4,5,Smoha,7675000,0,1,1,1,1,1,1,1,0,1,0,1,1,0,Apartment,5,1.0,,2025,
210,3,3,Smoha,4200000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,2,,,Ready,Finished
158,3,2,Smoha,3002000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,Ready,Finished
60,1,1,Sidi Beshr,350000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,,Finished
184,3,3,Smoha,4600000,0,1,1,1,1,1,1,1,1,0,0,1,1,0,Apartment,10,1.0,,2025,
100,2,1,Al Hadrah,550000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
90,2,1,Agami,450000,0,1,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
138,3,2,Fleming,1200000,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,,,Ready,Finished
160,3,1,Mandara,850000,0,1,1,1,1,1,1,1,0,0,1,0,0,0,Apartment,3,0.0,,Ready,Finished
95,2,1,Sidi Beshr,800000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
300,4,3,Raml Station,6500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
210,3,2,Smoha,3200000,1,1,1,1,1,1,1,1,1,0,1,1,1,0,Apartment,10,1.0,,,Finished
100,2,1,Agami,400000,1,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,,,Finished
220,3,3,Cleopatra,7000000,1,0,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,5,1.0,,,Finished
135,3,1,Maamoura,750000,1,0,0,1,1,1,1,1,0,0,0,0,0,0,Apartment,5,0.0,,2022,Finished
95,3,1,Azarita,1750000,0,1,0,1,1,1,1,1,0,0,0,0,0,0,Apartment,6,,,2022,
132,3,1,Smoha,1600000,0,1,1,1,0,0,1,0,0,0,0,1,0,0,Apartment,3,0.0,,Ready,Finished
85,1,2,Bolkly,425000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
265,4,4,San Stefano,9250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,,0.0,,,Finished
270,3,4,Kafr Abdo,5700000,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
130,2,2,San Stefano,1300000,1,1,1,1,1,1,1,0,1,0,0,0,0,0,Apartment,5,1.0,,Ready,Finished
100,2,1,Agami,550000,1,0,1,0,1,0,1,0,1,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
140,3,2,Nakheel,450000,1,1,1,0,1,1,1,1,0,1,0,0,0,1,Apartment,2,0.0,,Ready,Finished
130,2,1,Nakheel,510000,1,1,1,1,1,1,1,1,0,1,0,1,0,1,Apartment,2,0.0,,Ready,Finished
120,2,1,Nakheel,290000,1,1,1,1,1,1,1,1,0,0,0,0,0,1,Apartment,2,0.0,,Ready,
300,3,3,Laurent,6300000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,,,,
184,3,3,Smoha,4757200,0,1,1,1,1,1,1,1,1,0,0,1,1,0,Apartment,6,,,2025,
217,3,4,Smoha,4660000,0,1,1,1,1,1,1,1,1,0,0,1,1,0,Apartment,6,1.0,,2025,
100,3,1,Sidi Beshr,480000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Not Finished
140,3,1,Sporting,1350000,0,0,1,1,1,0,0,1,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
215,4,2,Sidi Beshr,2150000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,,,Ready,Finished
90,2,1,Camp Caesar,225000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,,
55,1,1,Nakheel,17000000,0,0,0,1,0,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
90,3,1,Dekheila,630000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,,
